Database_ID	ncRNA_Symbol	ncRNA_Category	Species	Detection_Method	Strong_Evidence	Weak_Evidence	Score	Causality	Clinical	ncRNA_ID
LDA0018248	NONHSAT255712.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03612
LDA0018249	NONHSAT254902.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03611
LDA0018250	NONHSAT254297.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03610
LDA0018251	NONHSAT253077.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03609
LDA0018252	NONHSAT249921.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03608
LDA0018253	NONHSAT249585.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03607
LDA0018254	NONHSAT249490.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03606
LDA0018255	NONHSAT249191.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03605
LDA0018256	NONHSAT248508.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03604
LDA0018257	NONHSAT248435.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03603
LDA0018258	NONHSAT221279.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03569
LDA0018259	NONHSAT215760.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03567
LDA0018260	NONRATT015712.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03634
LDA0018261	NONHSAT187505.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03534
LDA0018262	NONHSAT186987.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03532
LDA0018263	NONHSAT185165.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03531
LDA0018264	NONHSAT184725.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03530
LDA0018265	NONHSAT182106.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03529
LDA0018266	NONHSAT182018.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03528
LDA0018267	NONHSAT181500.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03527
LDA0018268	NONHSAT181097.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03526
LDA0018269	NONHSAT180518.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03525
LDA0018270	NONHSAT180440.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03524
LDA0018271	NONHSAT180241.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03523
LDA0018272	NONHSAT179991.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03522
LDA0018273	NONHSAT178815.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03521
LDA0018274	NONHSAT177640.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03520
LDA0018275	NONHSAT177424.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03519
LDA0018276	NONHSAT176942.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03518
LDA0018277	NONHSAT175998.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03517
LDA0018278	NONHSAT172819.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03516
LDA0018279	NONHSAT172363.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03515
LDA0018280	NONHSAT172067.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03514
LDA0018281	NONHSAT170313.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03513
LDA0018282	NONHSAT169547.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03512
LDA0018283	NONHSAT169379.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03511
LDA0018284	NONHSAT168924.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03510
LDA0018285	NONHSAT167947.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03509
LDA0018286	NONHSAT165012.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03508
LDA0018287	NONHSAT162018.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03507
LDA0018288	NONHSAT161665.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03506
LDA0018289	NONHSAT161250.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03505
LDA0018290	NONHSAT161143.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03504
LDA0018291	NONHSAT187424.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03533
LDA0018292	NONHSAT187625.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03535
LDA0018293	NONHSAT215688.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03566
LDA0018294	NONHSAT187986.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03536
LDA0018295	NONHSAT213964.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03565
LDA0018296	NONHSAT210135.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03564
LDA0018297	NONHSAT208559.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03563
LDA0018298	NONHSAT205684.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03562
LDA0018299	NONHSAT205148.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03561
LDA0018300	NONHSAT204786.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03560
LDA0018301	NONHSAT203741.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03559
LDA0018302	NONHSAT203522.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03558
LDA0018303	NONHSAT203023.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03557
LDA0018304	NONHSAT202731.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03556
LDA0018305	NONHSAT202671.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03555
LDA0018306	NONHSAT201647.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03554
LDA0018307	NONHSAT200911.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03553
LDA0018308	NONHSAT200068.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03552
LDA0018309	NONHSAT198457.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03551
LDA0018310	NONHSAT198396.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03550
LDA0018311	NONHSAT198072.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03549
LDA0018312	NONHSAT197978.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03548
LDA0018313	NONHSAT197222.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03547
LDA0018314	NONHSAT197122.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03546
LDA0018315	NONHSAT197031.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03545
LDA0018316	NONHSAT194833.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03544
LDA0018317	NONHSAT193889.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03543
LDA0018318	NONHSAT193704.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03542
LDA0018319	NONHSAT192306.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03541
LDA0018320	NONHSAT192208.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03540
LDA0018321	NONHSAT190138.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03539
LDA0018322	NONHSAT188665.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03538
LDA0018323	NONHSAT188610.1	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03537
LDA0018326	PAM	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay//Transwell Assay		0.731059	Unknown	Unknown	RID03751
LDA0018327	PABPC4-217	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Unknown	RID03745
LDA0018328	PABPC1-207	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Unknown	RID03744
LDA0018329	P4HB-207	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Unknown	Unknown	RID03742
LDA0018330	P4HA2-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03741
LDA0018331	P2RX5-TAX1BP3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03740
LDA0018332	P2RX4	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03739
LDA0018333	OXCT1-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Unknown	Unknown	RID03733
LDA0018334	OXCT1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Colony Formation Assay//Transwell Assay		0.731059	Unknown	Yes	RID03732
LDA0018336	OTUD6B-AS1	LncRNA	Homo sapiens	Strong evidence	BrdU//ELISA//qPCR//Western Blot		0.731059	Unknown	Unknown	RID03730
LDA0018337	OTTHUMT00000076953	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03729
LDA0018339	OSBPL8-208	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Unknown	RID03724
LDA0018340	ORC6	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay//Transwell Assay		0.731059	Unknown	Unknown	RID03722
LDA0018343	OR7E14P	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03718
LDA0018344	OR4F13P	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03717
LDA0018345	OR3A4P	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//MTT//Luciferase Report Assay//Transwell Assay		0.731059	Unknown	Yes	RID03716
LDA0018347	OIP5-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03711
LDA0018348	OIP5-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//RIP//Luciferase Report Assay//PCR		0.731059	Unknown	Unknown	RID03711
LDA0018349	OIP5-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//qRT-PCR//MTT//Luciferase Report Assay//ELISA		0.731059	Unknown	Unknown	RID03711
LDA0018350	OGA	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03708
LDA0018351	OBSL1-209	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03705
LDA0018352	OBI1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03704
LDA0018353	PABPC5-AS1-201	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Unknown	Unknown	RID03746
LDA0018354	PAN3	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03752
LDA0018355	NUTM2A-AS1-234	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Unknown	Unknown	RID03695
LDA0018356	PANDAR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03753
LDA0018357	PCAT1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Yes	RID03776
LDA0018358	PCAT1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03776
LDA0018359	PCAT1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03776
LDA0018360	PCA3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03774
LDA0018361	PBX4	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03773
LDA0018362	PBB12	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot//Luciferase Report Assay//IF		0.731059	Unknown	Unknown	RID03772
LDA0018363	PAX8-AS1-202	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03770
LDA0018365	PAX8-AS1	LncRNA	Homo sapiens	Strong evidence	PCR		0.731059	Unknown	Unknown	RID03769
LDA0018366	PASK	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03767
LDA0018367	PART1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03765
LDA0018369	PARP6	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03763
LDA0018370	PARP12	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03762
LDA0018371	PARP1	LncRNA	Homo sapiens	Strong evidence	Genotyping		0.731059	Unknown	Unknown	RID03761
LDA0018372	PARGP1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03760
LDA0018373	PARD6G-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03759
LDA0018374	PAQR9	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Western Blot		0.731059	Unknown	Unknown	RID03758
LDA0018376	PANTR1-203	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Unknown	Unknown	RID03755
LDA0018377	PANTR1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Yes	RID03754
LDA0018378	PANDAR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Yes	RID03753
LDA0018380	PANDAR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03753
LDA0018381	PANDAR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03753
LDA0018382	NYHA	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03697
LDA0018383	NUTM2A-AS1-210	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Unknown	Unknown	RID03694
LDA0018384	NONRATT016766.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03636
LDA0018387	NOTCH4	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03656
LDA0018388	NOTCH2	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID03655
LDA0018389	Nostrill	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//qRT-PCR//RIP//ChIP		0.731059	Unknown	Unknown	RID03701
LDA0018391	NORAD	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Unknown	Unknown	RID03653
LDA0018392	NORAD	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03653
LDA0018393	NORAD	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA		0.731059	Unknown	Unknown	RID03653
LDA0018396	NOP53-203	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Unknown	RID03652
LDA0018397	NONRATT031178.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03651
LDA0018399	NONRATT029734.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03649
LDA0018401	NONRATT028171.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03647
LDA0018403	NONRATT026294.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03645
LDA0018404	NONRATT025413.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03644
LDA0018405	NONRATT023839.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03643
LDA0018406	NONRATT023574.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03642
LDA0018408	NONRATT022004.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03640
LDA0018409	NONRATT020147.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Tunel//H&E Staining		0.731059	Unknown	Unknown	RID03639
LDA0018413	NUTM2A-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03693
LDA0018415	NUP62CL	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay//Transwell Assay		0.731059	Unknown	Unknown	RID03692
LDA0018416	NUP62-213	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Unknown	Unknown	RID03691
LDA0018417	NUP62-205	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Unknown	Unknown	RID03690
LDA0018418	NUMB-226	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Unknown	RID03689
LDA0018420	NTT	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03686
LDA0018421	NTRK2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03685
LDA0018423	NT5C3B	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03682
LDA0018424	NSUN2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03681
LDA0018425	NSA2-203	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Unknown	RID03679
LDA0018426	NRON	LncRNA	Homo sapiens	Strong evidence	ISH//IHC//IF		0.731059	Unknown	Unknown	RID03674
LDA0018427	NRIR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03673
LDA0018428	NRIR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03673
LDA0018429	NRIR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03673
LDA0018435	NR2F2-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Yes	RID03667
LDA0018437	NR_029394	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03678
LDA0018438	NR_027324	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03677
LDA0018439	NR_024015	LncRNA	Homo sapiens	Strong evidence	Genotyping		0.731059	Unknown	Unknown	RID03676
LDA0018440	NPY6R	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Unknown	Unknown	RID03663
LDA0018441	NPSR1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID03661
LDA0018443	RHOBTB1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID04067
LDA0018444	RHOBTB2	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Unknown	Unknown	RID04068
LDA0018445	SMARCA2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Yes	RID04504
LDA0018446	SMAD4	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID04500
LDA0018447	SLX1B-SULT1A4	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID04499
LDA0018448	SLX1A-SULT1A3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID04498
LDA0018449	SLK-203	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Unknown	Unknown	RID04496
LDA0018450	SLEAR	LncRNA	Homo sapiens	Strong evidence	Genotyping		0.731059	Unknown	Unknown	RID04495
LDA0018451	SLCO4A1-AS1-202	LncRNA	Homo sapiens	Strong evidence	Western Blot//Colony Formation Assay//CCK8//qRT-PCR//IHC		0.731059	Unknown	Unknown	RID04494
LDA0018452	SLCO4A1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Unknown	RID04493
LDA0018453	SLCO4A1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Unknown	Yes	RID04493
