id	MMU	HSAlifted	HSAlifted_cov	HSA	MMUlifted	MMUlifted_cov
ENSMUSG00000117592.3_ENSG00000305031.1	ENSMUSG00000117592.3	ENSG00000305031.1	0.226	ENSG00000305031.1	ENSMUSG00000117592.3	0.166
ENSMUSG00000117608.3_ENSG00000264345.3	ENSMUSG00000117608.3	ENSG00000264345.3	0.200	ENSG00000264345.3	ENSMUSG00000117608.3	0.269
ENSMUSG00000117613.4_ENSG00000260372.8	ENSMUSG00000117613.4	ENSG00000260372.8	0.268	ENSG00000260372.8	ENSMUSG00000117613.4	0.106
ENSMUSG00000117757.2_ENSG00000267165.1	ENSMUSG00000117757.2	ENSG00000267165.1	0.283	ENSG00000267165.1	ENSMUSG00000117757.2	0.538
ENSMUSG00000117770.3_ENSG00000305193.1	ENSMUSG00000117770.3	ENSG00000305193.1	0.518	ENSG00000305193.1	ENSMUSG00000117770.3	0.113
ENSMUSG00000117823.3_ENSG00000295641.1	ENSMUSG00000117823.3	ENSG00000295641.1	0.700	ENSG00000295641.1	ENSMUSG00000117823.3	0.627
ENSMUSG00000117861.3_ENSG00000309898.1	ENSMUSG00000117861.3	ENSG00000309898.1	0.328	ENSG00000309898.1	ENSMUSG00000117861.3	0.438
ENSMUSG00000118067.3_ENSG00000293608.1	ENSMUSG00000118067.3	ENSG00000293608.1	0.064	ENSG00000293608.1	ENSMUSG00000118067.3	0.385
ENSMUSG00000118134.4_ENSG00000266969.2	ENSMUSG00000118134.4	ENSG00000266969.2	0.360	ENSG00000266969.2	ENSMUSG00000118134.4	0.099
ENSMUSG00000118200.4_ENSG00000287993.2	ENSMUSG00000118200.4	ENSG00000287993.2	0.521	ENSG00000287993.2	ENSMUSG00000118200.4	0.913
ENSMUSG00000118263.4_ENSG00000286459.1	ENSMUSG00000118263.4	ENSG00000286459.1	0.368	ENSG00000286459.1	ENSMUSG00000118263.4	0.552
ENSMUSG00000118347.4_ENSG00000249526.2	ENSMUSG00000118347.4	ENSG00000249526.2	0.272	ENSG00000249526.2	ENSMUSG00000118347.4	0.651
ENSMUSG00000118601.3_ENSG00000265489.1	ENSMUSG00000118601.3	ENSG00000265489.1	0.203	ENSG00000265489.1	ENSMUSG00000118601.3	0.171
ENSMUSG00000119941.2_ENSG00000290115.2	ENSMUSG00000119941.2	ENSG00000290115.2	0.784	ENSG00000290115.2	ENSMUSG00000119941.2	0.575
ENSMUSG00000119942.2_ENSG00000290117.2	ENSMUSG00000119942.2	ENSG00000290117.2	0.444	ENSG00000290117.2	ENSMUSG00000119942.2	0.877
ENSMUSG00000119959.2_ENSG00000270959.3	ENSMUSG00000119959.2	ENSG00000270959.3	0.385	ENSG00000270959.3	ENSMUSG00000119959.2	0.705
ENSMUSG00000119960.2_ENSG00000259627.1	ENSMUSG00000119960.2	ENSG00000259627.1	0.516	ENSG00000259627.1	ENSMUSG00000119960.2	0.197
ENSMUSG00000119961.2_ENSG00000273456.3	ENSMUSG00000119961.2	ENSG00000273456.3	0.887	ENSG00000273456.3	ENSMUSG00000119961.2	0.917
ENSMUSG00000119966.2_ENSG00000303455.1	ENSMUSG00000119966.2	ENSG00000303455.1	0.668	ENSG00000303455.1	ENSMUSG00000119966.2	0.899
ENSMUSG00000119974.2_ENSG00000253554.8	ENSMUSG00000119974.2	ENSG00000253554.8	0.245	ENSG00000253554.8	ENSMUSG00000119974.2	0.513
ENSMUSG00000119977.2_ENSG00000249637.5	ENSMUSG00000119977.2	ENSG00000249637.5	0.541	ENSG00000249637.5	ENSMUSG00000119977.2	0.540
ENSMUSG00000119997.2_ENSG00000289256.3	ENSMUSG00000119997.2	ENSG00000289256.3	0.212	ENSG00000289256.3	ENSMUSG00000119997.2	0.393
ENSMUSG00000120003.2_ENSG00000246308.5	ENSMUSG00000120003.2	ENSG00000246308.5	0.089	ENSG00000246308.5	ENSMUSG00000120003.2	0.227
ENSMUSG00000120008.2_ENSG00000260664.5	ENSMUSG00000120008.2	ENSG00000260664.5	0.803	ENSG00000260664.5	ENSMUSG00000120008.2	0.593
ENSMUSG00000120011.2_ENSG00000308345.1	ENSMUSG00000120011.2	ENSG00000308345.1	0.497	ENSG00000308345.1	ENSMUSG00000120011.2	0.918
ENSMUSG00000120016.2_ENSG00000237436.2	ENSMUSG00000120016.2	ENSG00000237436.2	0.336	ENSG00000237436.2	ENSMUSG00000120016.2	0.934
ENSMUSG00000120039.2_ENSG00000306911.1	ENSMUSG00000120039.2	ENSG00000306911.1	0.271	ENSG00000306911.1	ENSMUSG00000120039.2	0.361
ENSMUSG00000120041.2_ENSG00000163081.4	ENSMUSG00000120041.2	ENSG00000163081.4	0.123	ENSG00000163081.4	ENSMUSG00000120041.2	0.257
ENSMUSG00000120053.2_ENSG00000258099.2	ENSMUSG00000120053.2	ENSG00000258099.2	0.120	ENSG00000258099.2	ENSMUSG00000120053.2	0.159
ENSMUSG00000120082.2_ENSG00000289404.3	ENSMUSG00000120082.2	ENSG00000289404.3	0.969	ENSG00000289404.3	ENSMUSG00000120082.2	0.954
ENSMUSG00000120097.2_ENSG00000297977.1	ENSMUSG00000120097.2	ENSG00000297977.1	0.211	ENSG00000297977.1	ENSMUSG00000120097.2	0.276
ENSMUSG00000120102.2_ENSG00000304716.1	ENSMUSG00000120102.2	ENSG00000304716.1	0.604	ENSG00000304716.1	ENSMUSG00000120102.2	0.962
ENSMUSG00000120121.2_ENSG00000288835.2	ENSMUSG00000120121.2	ENSG00000288835.2	0.763	ENSG00000288835.2	ENSMUSG00000120121.2	0.378
ENSMUSG00000120137.2_ENSG00000285940.5	ENSMUSG00000120137.2	ENSG00000285940.5	0.210	ENSG00000285940.5	ENSMUSG00000120137.2	0.281
ENSMUSG00000120139.2_ENSG00000304168.1	ENSMUSG00000120139.2	ENSG00000304168.1	0.514	ENSG00000304168.1	ENSMUSG00000120139.2	0.105
ENSMUSG00000120147.2_ENSG00000303484.1	ENSMUSG00000120147.2	ENSG00000303484.1	0.104	ENSG00000303484.1	ENSMUSG00000120147.2	0.062
ENSMUSG00000120164.2_ENSG00000289644.2	ENSMUSG00000120164.2	ENSG00000289644.2	0.211	ENSG00000289644.2	ENSMUSG00000120164.2	0.143
ENSMUSG00000120169.2_ENSG00000228878.11	ENSMUSG00000120169.2	ENSG00000228878.11	0.206	ENSG00000228878.11	ENSMUSG00000120169.2	0.313
ENSMUSG00000120180.2_ENSG00000285601.2	ENSMUSG00000120180.2	ENSG00000285601.2	0.065	ENSG00000285601.2	ENSMUSG00000120180.2	0.287
ENSMUSG00000120202.2_ENSG00000273702.2	ENSMUSG00000120202.2	ENSG00000273702.2	0.166	ENSG00000273702.2	ENSMUSG00000120202.2	0.535
ENSMUSG00000120204.2_ENSG00000287256.4	ENSMUSG00000120204.2	ENSG00000287256.4	0.533	ENSG00000287256.4	ENSMUSG00000120204.2	0.371
ENSMUSG00000120207.2_ENSG00000304638.1	ENSMUSG00000120207.2	ENSG00000304638.1	0.826	ENSG00000304638.1	ENSMUSG00000120207.2	0.702
ENSMUSG00000120225.2_ENSG00000298859.1	ENSMUSG00000120225.2	ENSG00000298859.1	0.848	ENSG00000298859.1	ENSMUSG00000120225.2	0.763
ENSMUSG00000120247.2_ENSG00000267365.2	ENSMUSG00000120247.2	ENSG00000267365.2	0.144	ENSG00000267365.2	ENSMUSG00000120247.2	0.257
ENSMUSG00000120261.2_ENSG00000289198.2	ENSMUSG00000120261.2	ENSG00000289198.2	0.861	ENSG00000289198.2	ENSMUSG00000120261.2	0.802
ENSMUSG00000120285.2_ENSG00000228824.9	ENSMUSG00000120285.2	ENSG00000228824.9	0.092	ENSG00000228824.9	ENSMUSG00000120285.2	0.101
ENSMUSG00000120290.2_ENSG00000257303.5	ENSMUSG00000120290.2	ENSG00000257303.5	0.410	ENSG00000257303.5	ENSMUSG00000120290.2	0.558
ENSMUSG00000120301.2_ENSG00000274259.3	ENSMUSG00000120301.2	ENSG00000274259.3	0.109	ENSG00000274259.3	ENSMUSG00000120301.2	0.097
ENSMUSG00000120322.2_ENSG00000250548.8	ENSMUSG00000120322.2	ENSG00000250548.8	0.107	ENSG00000250548.8	ENSMUSG00000120322.2	0.085
ENSMUSG00000120324.2_ENSG00000224713.5	ENSMUSG00000120324.2	ENSG00000224713.5	0.439	ENSG00000224713.5	ENSMUSG00000120324.2	0.502
ENSMUSG00000120343.2_ENSG00000260101.3	ENSMUSG00000120343.2	ENSG00000260101.3	0.645	ENSG00000260101.3	ENSMUSG00000120343.2	0.717
ENSMUSG00000120351.2_ENSG00000276728.3	ENSMUSG00000120351.2	ENSG00000276728.3	0.521	ENSG00000276728.3	ENSMUSG00000120351.2	0.166
ENSMUSG00000120358.2_ENSG00000254531.4	ENSMUSG00000120358.2	ENSG00000254531.4	0.254	ENSG00000254531.4	ENSMUSG00000120358.2	0.275
ENSMUSG00000120367.2_ENSG00000302574.1	ENSMUSG00000120367.2	ENSG00000302574.1	0.945	ENSG00000302574.1	ENSMUSG00000120367.2	0.948
ENSMUSG00000120380.2_ENSG00000289159.3	ENSMUSG00000120380.2	ENSG00000289159.3	0.924	ENSG00000289159.3	ENSMUSG00000120380.2	0.775
ENSMUSG00000120382.2_ENSG00000255135.6	ENSMUSG00000120382.2	ENSG00000255135.6	0.522	ENSG00000255135.6	ENSMUSG00000120382.2	0.631
ENSMUSG00000120393.2_ENSG00000308339.1	ENSMUSG00000120393.2	ENSG00000308339.1	0.637	ENSG00000308339.1	ENSMUSG00000120393.2	0.816
ENSMUSG00000120419.2_ENSG00000234432.4	ENSMUSG00000120419.2	ENSG00000234432.4	0.078	ENSG00000234432.4	ENSMUSG00000120419.2	0.115
ENSMUSG00000120438.2_ENSG00000287009.1	ENSMUSG00000120438.2	ENSG00000287009.1	0.556	ENSG00000287009.1	ENSMUSG00000120438.2	0.246
ENSMUSG00000120482.2_ENSG00000257474.6	ENSMUSG00000120482.2	ENSG00000257474.6	0.214	ENSG00000257474.6	ENSMUSG00000120482.2	0.357
ENSMUSG00000120486.2_ENSG00000288748.2	ENSMUSG00000120486.2	ENSG00000288748.2	0.910	ENSG00000288748.2	ENSMUSG00000120486.2	0.937
ENSMUSG00000120487.2_ENSG00000304803.1	ENSMUSG00000120487.2	ENSG00000304803.1	0.283	ENSG00000304803.1	ENSMUSG00000120487.2	0.198
ENSMUSG00000120496.2_ENSG00000297638.1	ENSMUSG00000120496.2	ENSG00000297638.1	0.288	ENSG00000297638.1	ENSMUSG00000120496.2	0.285
ENSMUSG00000120522.2_ENSG00000207955.5	ENSMUSG00000120522.2	ENSG00000207955.5	0.940	ENSG00000207955.5	ENSMUSG00000120522.2	0.922
ENSMUSG00000120526.2_ENSG00000258038.7	ENSMUSG00000120526.2	ENSG00000258038.7	0.106	ENSG00000258038.7	ENSMUSG00000120526.2	0.770
ENSMUSG00000120541.2_ENSG00000299656.1	ENSMUSG00000120541.2	ENSG00000299656.1	0.234	ENSG00000299656.1	ENSMUSG00000120541.2	0.275
ENSMUSG00000120544.1_ENSG00000290006.1	ENSMUSG00000120544.1	ENSG00000290006.1	0.590	ENSG00000290006.1	ENSMUSG00000120544.1	0.711
ENSMUSG00000120546.2_ENSG00000308445.1	ENSMUSG00000120546.2	ENSG00000308445.1	0.122	ENSG00000308445.1	ENSMUSG00000120546.2	0.207
ENSMUSG00000120554.2_ENSG00000256008.4	ENSMUSG00000120554.2	ENSG00000256008.4	0.244	ENSG00000256008.4	ENSMUSG00000120554.2	0.596
ENSMUSG00000120567.2_ENSG00000307734.1	ENSMUSG00000120567.2	ENSG00000307734.1	0.602	ENSG00000307734.1	ENSMUSG00000120567.2	0.455
ENSMUSG00000120573.2_ENSG00000289311.3	ENSMUSG00000120573.2	ENSG00000289311.3	0.443	ENSG00000289311.3	ENSMUSG00000120573.2	0.529
ENSMUSG00000120574.2_ENSG00000306787.1	ENSMUSG00000120574.2	ENSG00000306787.1	0.785	ENSG00000306787.1	ENSMUSG00000120574.2	0.437
ENSMUSG00000120580.2_ENSG00000233912.2	ENSMUSG00000120580.2	ENSG00000233912.2	0.059	ENSG00000233912.2	ENSMUSG00000120580.2	0.283
ENSMUSG00000120603.2_ENSG00000288877.2	ENSMUSG00000120603.2	ENSG00000288877.2	0.918	ENSG00000288877.2	ENSMUSG00000120603.2	0.657
ENSMUSG00000120615.2_ENSG00000240497.4	ENSMUSG00000120615.2	ENSG00000240497.4	0.430	ENSG00000240497.4	ENSMUSG00000120615.2	0.723
ENSMUSG00000120628.2_ENSG00000298060.1	ENSMUSG00000120628.2	ENSG00000298060.1	0.493	ENSG00000298060.1	ENSMUSG00000120628.2	0.959
ENSMUSG00000120657.2_ENSG00000303848.1	ENSMUSG00000120657.2	ENSG00000303848.1	0.710	ENSG00000303848.1	ENSMUSG00000120657.2	0.100
ENSMUSG00000120660.2_ENSG00000288927.3	ENSMUSG00000120660.2	ENSG00000288927.3	0.732	ENSG00000288927.3	ENSMUSG00000120660.2	0.371
ENSMUSG00000120667.2_ENSG00000296918.1	ENSMUSG00000120667.2	ENSG00000296918.1	0.195	ENSG00000296918.1	ENSMUSG00000120667.2	0.152
ENSMUSG00000120674.2_ENSG00000228590.5	ENSMUSG00000120674.2	ENSG00000228590.5	0.212	ENSG00000228590.5	ENSMUSG00000120674.2	0.172
ENSMUSG00000120696.2_ENSG00000253744.1	ENSMUSG00000120696.2	ENSG00000253744.1	0.765	ENSG00000253744.1	ENSMUSG00000120696.2	0.126
ENSMUSG00000120704.2_ENSG00000305727.1	ENSMUSG00000120704.2	ENSG00000305727.1	0.917	ENSG00000305727.1	ENSMUSG00000120704.2	0.923
ENSMUSG00000120707.2_ENSG00000253553.10	ENSMUSG00000120707.2	ENSG00000253553.10	0.143	ENSG00000253553.10	ENSMUSG00000120707.2	0.102
ENSMUSG00000120708.2_ENSG00000309555.1	ENSMUSG00000120708.2	ENSG00000309555.1	0.299	ENSG00000309555.1	ENSMUSG00000120708.2	1.0
ENSMUSG00000120728.2_ENSG00000282849.2	ENSMUSG00000120728.2	ENSG00000282849.2	0.347	ENSG00000282849.2	ENSMUSG00000120728.2	0.357
ENSMUSG00000120773.1_ENSG00000227610.2	ENSMUSG00000120773.1	ENSG00000227610.2	0.742	ENSG00000227610.2	ENSMUSG00000120773.1	0.563
ENSMUSG00000120779.2_ENSG00000308750.1	ENSMUSG00000120779.2	ENSG00000308750.1	0.264	ENSG00000308750.1	ENSMUSG00000120779.2	0.652
ENSMUSG00000120783.2_ENSG00000184068.2	ENSMUSG00000120783.2	ENSG00000184068.2	0.401	ENSG00000184068.2	ENSMUSG00000120783.2	0.380
ENSMUSG00000120814.2_ENSG00000269176.2	ENSMUSG00000120814.2	ENSG00000269176.2	0.650	ENSG00000269176.2	ENSMUSG00000120814.2	0.765
ENSMUSG00000120826.2_ENSG00000224505.5	ENSMUSG00000120826.2	ENSG00000224505.5	0.663	ENSG00000224505.5	ENSMUSG00000120826.2	0.764
ENSMUSG00000120829.2_ENSG00000228288.10	ENSMUSG00000120829.2	ENSG00000228288.10	0.583	ENSG00000228288.10	ENSMUSG00000120829.2	0.370
ENSMUSG00000120947.1_ENSG00000289331.2	ENSMUSG00000120947.1	ENSG00000289331.2	0.988	ENSG00000289331.2	ENSMUSG00000120947.1	1.0
ENSMUSG00000120979.2_ENSG00000307714.1	ENSMUSG00000120979.2	ENSG00000307714.1	0.321	ENSG00000307714.1	ENSMUSG00000120979.2	0.126
ENSMUSG00000120984.2_ENSG00000294400.1	ENSMUSG00000120984.2	ENSG00000294400.1	0.193	ENSG00000294400.1	ENSMUSG00000120984.2	0.372
ENSMUSG00000121072.2_ENSG00000214401.7	ENSMUSG00000121072.2	ENSG00000214401.7	0.190	ENSG00000214401.7	ENSMUSG00000121072.2	0.469
ENSMUSG00000121122.2_ENSG00000302876.1	ENSMUSG00000121122.2	ENSG00000302876.1	0.358	ENSG00000302876.1	ENSMUSG00000121122.2	0.412
ENSMUSG00000121160.2_ENSG00000236283.6	ENSMUSG00000121160.2	ENSG00000236283.6	0.104	ENSG00000236283.6	ENSMUSG00000121160.2	0.115
ENSMUSG00000121179.2_ENSG00000286214.1	ENSMUSG00000121179.2	ENSG00000286214.1	0.193	ENSG00000286214.1	ENSMUSG00000121179.2	0.497
ENSMUSG00000121205.2_ENSG00000310487.1	ENSMUSG00000121205.2	ENSG00000310487.1	0.947	ENSG00000310487.1	ENSMUSG00000121205.2	0.429
ENSMUSG00000121223.2_ENSG00000300536.1	ENSMUSG00000121223.2	ENSG00000300536.1	0.113	ENSG00000300536.1	ENSMUSG00000121223.2	0.424
ENSMUSG00000121230.2_ENSG00000260852.2	ENSMUSG00000121230.2	ENSG00000260852.2	0.228	ENSG00000260852.2	ENSMUSG00000121230.2	0.508
ENSMUSG00000121503.2_ENSG00000291097.2	ENSMUSG00000121503.2	ENSG00000291097.2	0.239	ENSG00000291097.2	ENSMUSG00000121503.2	0.553
ENSMUSG00000121504.2_ENSG00000291067.2	ENSMUSG00000121504.2	ENSG00000291067.2	0.093	ENSG00000291067.2	ENSMUSG00000121504.2	0.118
ENSMUSG00000121628.2_ENSG00000233230.4	ENSMUSG00000121628.2	ENSG00000233230.4	0.223	ENSG00000233230.4	ENSMUSG00000121628.2	0.318
ENSMUSG00000121658.1_ENSG00000275180.3	ENSMUSG00000121658.1	ENSG00000275180.3	0.168	ENSG00000275180.3	ENSMUSG00000121658.1	0.245
ENSMUSG00000121680.1_ENSG00000293223.1	ENSMUSG00000121680.1	ENSG00000293223.1	0.159	ENSG00000293223.1	ENSMUSG00000121680.1	0.211
ENSMUSG00000121691.1_ENSG00000248540.4	ENSMUSG00000121691.1	ENSG00000248540.4	0.095	ENSG00000248540.4	ENSMUSG00000121691.1	0.081
ENSMUSG00000121780.2_ENSG00000255404.1	ENSMUSG00000121780.2	ENSG00000255404.1	0.197	ENSG00000255404.1	ENSMUSG00000121780.2	0.093
ENSMUSG00000121813.2_ENSG00000307708.1	ENSMUSG00000121813.2	ENSG00000307708.1	0.399	ENSG00000307708.1	ENSMUSG00000121813.2	0.346
ENSMUSG00000121816.2_ENSG00000224187.2	ENSMUSG00000121816.2	ENSG00000224187.2	0.104	ENSG00000224187.2	ENSMUSG00000121816.2	0.277
ENSMUSG00000121844.2_ENSG00000255410.3	ENSMUSG00000121844.2	ENSG00000255410.3	0.618	ENSG00000255410.3	ENSMUSG00000121844.2	0.433
ENSMUSG00000122118.1_ENSG00000226482.1	ENSMUSG00000122118.1	ENSG00000226482.1	0.154	ENSG00000226482.1	ENSMUSG00000122118.1	0.236
ENSMUSG00000122126.1_ENSG00000261448.2	ENSMUSG00000122126.1	ENSG00000261448.2	0.253	ENSG00000261448.2	ENSMUSG00000122126.1	0.062
ENSMUSG00000122288.1_ENSG00000214546.5	ENSMUSG00000122288.1	ENSG00000214546.5	0.189	ENSG00000214546.5	ENSMUSG00000122288.1	0.392
ENSMUSG00000122303.1_ENSG00000307882.1	ENSMUSG00000122303.1	ENSG00000307882.1	0.075	ENSG00000307882.1	ENSMUSG00000122303.1	0.898
ENSMUSG00000122360.1_ENSG00000304124.1	ENSMUSG00000122360.1	ENSG00000304124.1	0.970	ENSG00000304124.1	ENSMUSG00000122360.1	0.725
ENSMUSG00000122423.1_ENSG00000302227.1	ENSMUSG00000122423.1	ENSG00000302227.1	0.069	ENSG00000302227.1	ENSMUSG00000122423.1	0.149
ENSMUSG00000122568.1_ENSG00000229750.2	ENSMUSG00000122568.1	ENSG00000229750.2	0.609	ENSG00000229750.2	ENSMUSG00000122568.1	0.225
ENSMUSG00000122573.1_ENSG00000237149.6	ENSMUSG00000122573.1	ENSG00000237149.6	0.358	ENSG00000237149.6	ENSMUSG00000122573.1	0.157
ENSMUSG00000122576.1_ENSG00000294376.1	ENSMUSG00000122576.1	ENSG00000294376.1	0.096	ENSG00000294376.1	ENSMUSG00000122576.1	0.295
ENSMUSG00000122587.1_ENSG00000225940.8	ENSMUSG00000122587.1	ENSG00000225940.8	0.168	ENSG00000225940.8	ENSMUSG00000122587.1	0.462
ENSMUSG00000122654.1_ENSG00000300380.1	ENSMUSG00000122654.1	ENSG00000300380.1	0.425	ENSG00000300380.1	ENSMUSG00000122654.1	0.388
ENSMUSG00000122850.1_ENSG00000259887.2	ENSMUSG00000122850.1	ENSG00000259887.2	0.452	ENSG00000259887.2	ENSMUSG00000122850.1	0.428
ENSMUSG00000122852.1_ENSG00000250467.2	ENSMUSG00000122852.1	ENSG00000250467.2	0.438	ENSG00000250467.2	ENSMUSG00000122852.1	0.459
ENSMUSG00000122885.1_ENSG00000223874.4	ENSMUSG00000122885.1	ENSG00000223874.4	0.071	ENSG00000223874.4	ENSMUSG00000122885.1	0.103
ENSMUSG00000122900.1_ENSG00000299197.1	ENSMUSG00000122900.1	ENSG00000299197.1	0.094	ENSG00000299197.1	ENSMUSG00000122900.1	0.177
ENSMUSG00000122955.1_ENSG00000286837.2	ENSMUSG00000122955.1	ENSG00000286837.2	0.315	ENSG00000286837.2	ENSMUSG00000122955.1	0.468
ENSMUSG00000123098.1_ENSG00000270673.3	ENSMUSG00000123098.1	ENSG00000270673.3	0.316	ENSG00000270673.3	ENSMUSG00000123098.1	0.416
ENSMUSG00000123128.1_ENSG00000289061.2	ENSMUSG00000123128.1	ENSG00000289061.2	0.201	ENSG00000289061.2	ENSMUSG00000123128.1	0.214
ENSMUSG00000123139.1_ENSG00000307835.1	ENSMUSG00000123139.1	ENSG00000307835.1	0.078	ENSG00000307835.1	ENSMUSG00000123139.1	0.273
ENSMUSG00000123167.1_ENSG00000308119.1	ENSMUSG00000123167.1	ENSG00000308119.1	0.467	ENSG00000308119.1	ENSMUSG00000123167.1	0.860
ENSMUSG00000123187.1_ENSG00000304093.1	ENSMUSG00000123187.1	ENSG00000304093.1	0.283	ENSG00000304093.1	ENSMUSG00000123187.1	0.280
ENSMUSG00000123248.1_ENSG00000295589.1	ENSMUSG00000123248.1	ENSG00000295589.1	0.322	ENSG00000295589.1	ENSMUSG00000123248.1	0.415
ENSMUSG00000123256.1_ENSG00000251396.10	ENSMUSG00000123256.1	ENSG00000251396.10	0.236	ENSG00000251396.10	ENSMUSG00000123256.1	0.256
ENSMUSG00000123279.1_ENSG00000259961.2	ENSMUSG00000123279.1	ENSG00000259961.2	0.141	ENSG00000259961.2	ENSMUSG00000123279.1	0.161
ENSMUSG00000123286.1_ENSG00000299639.1	ENSMUSG00000123286.1	ENSG00000299639.1	0.453	ENSG00000299639.1	ENSMUSG00000123286.1	0.419
ENSMUSG00000123345.1_ENSG00000306824.1	ENSMUSG00000123345.1	ENSG00000306824.1	0.409	ENSG00000306824.1	ENSMUSG00000123345.1	0.524
ENSMUSG00000123368.1_ENSG00000285844.2	ENSMUSG00000123368.1	ENSG00000285844.2	0.429	ENSG00000285844.2	ENSMUSG00000123368.1	0.202
ENSMUSG00000123421.1_ENSG00000274565.2	ENSMUSG00000123421.1	ENSG00000274565.2	0.553	ENSG00000274565.2	ENSMUSG00000123421.1	0.572
ENSMUSG00000123581.1_ENSG00000259280.3	ENSMUSG00000123581.1	ENSG00000259280.3	0.218	ENSG00000259280.3	ENSMUSG00000123581.1	0.309
ENSMUSG00000123588.1_ENSG00000293887.1	ENSMUSG00000123588.1	ENSG00000293887.1	0.194	ENSG00000293887.1	ENSMUSG00000123588.1	0.455
ENSMUSG00000123846.1_ENSG00000306117.1	ENSMUSG00000123846.1	ENSG00000306117.1	0.398	ENSG00000306117.1	ENSMUSG00000123846.1	0.271
ENSMUSG00000123858.1_ENSG00000257545.6	ENSMUSG00000123858.1	ENSG00000257545.6	0.265	ENSG00000257545.6	ENSMUSG00000123858.1	0.115
ENSMUSG00000123914.1_ENSG00000251239.2	ENSMUSG00000123914.1	ENSG00000251239.2	0.590	ENSG00000251239.2	ENSMUSG00000123914.1	0.375
ENSMUSG00000123930.1_ENSG00000303567.1	ENSMUSG00000123930.1	ENSG00000303567.1	0.463	ENSG00000303567.1	ENSMUSG00000123930.1	0.096
ENSMUSG00000124019.1_ENSG00000263826.1	ENSMUSG00000124019.1	ENSG00000263826.1	0.407	ENSG00000263826.1	ENSMUSG00000124019.1	0.734
ENSMUSG00000124075.1_ENSG00000290069.1	ENSMUSG00000124075.1	ENSG00000290069.1	0.685	ENSG00000290069.1	ENSMUSG00000124075.1	0.565
ENSMUSG00000124131.1_ENSG00000303584.1	ENSMUSG00000124131.1	ENSG00000303584.1	0.507	ENSG00000303584.1	ENSMUSG00000124131.1	0.765
ENSMUSG00000124154.1_ENSG00000266036.2	ENSMUSG00000124154.1	ENSG00000266036.2	0.259	ENSG00000266036.2	ENSMUSG00000124154.1	0.519
ENSMUSG00000124195.1_ENSG00000287666.2	ENSMUSG00000124195.1	ENSG00000287666.2	0.295	ENSG00000287666.2	ENSMUSG00000124195.1	0.565
ENSMUSG00000124286.1_ENSG00000309598.1	ENSMUSG00000124286.1	ENSG00000309598.1	0.757	ENSG00000309598.1	ENSMUSG00000124286.1	0.436
ENSMUSG00000124294.1_ENSG00000225822.5	ENSMUSG00000124294.1	ENSG00000225822.5	0.405	ENSG00000225822.5	ENSMUSG00000124294.1	0.560
ENSMUSG00000124409.1_ENSG00000228506.5	ENSMUSG00000124409.1	ENSG00000228506.5	0.202	ENSG00000228506.5	ENSMUSG00000124409.1	0.289
ENSMUSG00000124527.1_ENSG00000233718.10	ENSMUSG00000124527.1	ENSG00000233718.10	0.513	ENSG00000233718.10	ENSMUSG00000124527.1	0.809
ENSMUSG00000124588.1_ENSG00000259285.1	ENSMUSG00000124588.1	ENSG00000259285.1	0.208	ENSG00000259285.1	ENSMUSG00000124588.1	0.378
ENSMUSG00000124685.1_ENSG00000229980.6	ENSMUSG00000124685.1	ENSG00000229980.6	0.094	ENSG00000229980.6	ENSMUSG00000124685.1	0.446
ENSMUSG00000124699.1_ENSG00000250994.4	ENSMUSG00000124699.1	ENSG00000250994.4	0.270	ENSG00000250994.4	ENSMUSG00000124699.1	0.370
ENSMUSG00000124787.1_ENSG00000248600.3	ENSMUSG00000124787.1	ENSG00000248600.3	0.756	ENSG00000248600.3	ENSMUSG00000124787.1	0.503
ENSMUSG00000124842.1_ENSG00000293794.1	ENSMUSG00000124842.1	ENSG00000293794.1	0.410	ENSG00000293794.1	ENSMUSG00000124842.1	0.354
ENSMUSG00000124943.1_ENSG00000223561.9	ENSMUSG00000124943.1	ENSG00000223561.9	0.246	ENSG00000223561.9	ENSMUSG00000124943.1	0.494
ENSMUSG00000125010.1_ENSG00000295966.1	ENSMUSG00000125010.1	ENSG00000295966.1	0.174	ENSG00000295966.1	ENSMUSG00000125010.1	0.488
ENSMUSG00000125024.1_ENSG00000288048.1	ENSMUSG00000125024.1	ENSG00000288048.1	0.186	ENSG00000288048.1	ENSMUSG00000125024.1	0.324
ENSMUSG00000125093.1_ENSG00000303088.1	ENSMUSG00000125093.1	ENSG00000303088.1	0.677	ENSG00000303088.1	ENSMUSG00000125093.1	0.658
ENSMUSG00000125098.1_ENSG00000293760.1	ENSMUSG00000125098.1	ENSG00000293760.1	0.169	ENSG00000293760.1	ENSMUSG00000125098.1	0.273
ENSMUSG00000125199.1_ENSG00000306157.1	ENSMUSG00000125199.1	ENSG00000306157.1	0.352	ENSG00000306157.1	ENSMUSG00000125199.1	0.777
ENSMUSG00000125298.1_ENSG00000307565.1	ENSMUSG00000125298.1	ENSG00000307565.1	0.989	ENSG00000307565.1	ENSMUSG00000125298.1	0.953
ENSMUSG00000125323.1_ENSG00000293702.1	ENSMUSG00000125323.1	ENSG00000293702.1	0.184	ENSG00000293702.1	ENSMUSG00000125323.1	0.125
ENSMUSG00000125348.1_ENSG00000254438.2	ENSMUSG00000125348.1	ENSG00000254438.2	0.679	ENSG00000254438.2	ENSMUSG00000125348.1	0.444
